Month,Day,Year,SALEM_WIND,SALEM_TEMP,LOSANGELES_WIND,LOSANGELES_TEMP,BOISE_WIND,BOISE_TEMP,SF_WIND,SF_TEMP,SEATTLE_WIND,SEATTLE_TEMP
6,11,1977,,13.35,,17.5,,18.85,,18.35,,15
6,12,1977,,14.15,,16.95,,19.75,,18.35,,16.7
6,13,1977,,15.3,,17.8,,20,,18.05,,16.95
6,14,1977,,15.25,,18.65,,18.35,,18.9,,15.25
6,15,1977,,16.95,,18.05,,19.7,,18.9,,15.55
6,16,1977,,18.6,,17.75,,20.55,,19.2,,16.95
6,17,1977,,17.75,,17.5,,20,,18.9,,22.8
6,18,1977,,16.4,,17.75,,22.5,,18.35,,16.95
6,19,1977,,15.55,,17.75,,22.8,,18.35,,16.4
6,20,1977,,15,,18.05,,21.15,,18.05,,16.65
6,21,1977,,16.95,,18.6,,19.45,,17.75,,18.6
6,22,1977,,18.9,,19.45,,21.65,,18.65,,17.5
6,23,1977,,16.95,,19.2,,23.6,,19.15,,18.35
6,24,1977,,18.6,,18.35,,23.3,,19.75,,18.9
6,25,1977,,18.9,,18.05,,24.7,,18.6,,18.6
6,26,1977,,17.75,,18.3,,23.6,,20,,18.05
6,27,1977,,17.5,,18.35,,20.85,,19.7,,17.5
6,28,1977,,19.15,,17.75,,20.85,,19.45,,17.8
6,29,1977,,17.2,,19.45,,20,,20.55,,17.8
6,30,1977,,21.1,,19.7,,18.9,,21.1,,21.1
7,1,1977,,18.35,,19.75,,25.25,,21.65,,17.8
7,2,1977,,16.95,,19.45,,21.1,,22.2,,16.7
7,3,1977,,16.1,,18.65,,19.45,,20.3,,15.85
7,4,1977,,15,,19.7,,18.35,,19.75,,15.85
7,5,1977,,14.7,,19.45,,15.85,,19.75,,15.55
7,6,1977,,14.7,,20,,16.35,,20.25,,17.25
7,7,1977,,18.9,,18.6,,18.05,,21.1,,20
7,8,1977,,17.5,,18.9,,24.75,,20.55,,17.5
7,9,1977,,15.8,,18.9,,20,,20.55,,16.95
7,10,1977,,16.4,,19.75,,18.6,,21.1,,17.5
7,11,1977,,19.4,,19.15,,21.4,,20.25,,18.6
7,12,1977,,14.45,,18.35,,24.45,,20.55,,16.1
7,13,1977,,14.45,,18.35,,17.8,,20.8,,17.8
7,14,1977,,18.3,,18.05,,22.25,,21.1,,18.9
7,15,1977,,18.3,,17.8,,24.45,,21.35,,18.9
7,16,1977,,20,,19.45,,27.25,,23.05,,16.4
7,17,1977,,16.95,,20,,24.45,,23.65,,17.2
7,18,1977,,16.95,,19.75,,23.85,,22.8,,17.5
7,19,1977,,16.95,,20.25,,23.1,,20.55,,18.05
7,20,1977,,18.3,,20.55,,26.4,,21.1,,20.55
7,21,1977,,17.75,,20,,30.3,,22.2,,18.35
7,22,1977,,21.15,,20.55,,27.75,,21.65,,19.7
7,23,1977,,21.4,,21.95,,25.8,,21.1,,20
7,24,1977,,21.65,,21.95,,21.4,,22.8,,22.8
7,25,1977,,16.95,,22.25,,22.75,,23.9,,19.75
7,26,1977,,21.1,,23.6,,23.9,,25.3,,18.85
7,27,1977,,20,,24.75,,24.7,,24.4,,19.45
7,28,1977,,18.05,,22.5,,27.5,,25.3,,18.6
7,29,1977,,16.95,,22.5,,20.85,,24.2,,18.35
7,30,1977,,23.3,,23.05,,19.4,,24.2,,20.55
7,31,1977,,23.6,,22.5,,23.9,,24.75,,23.3
8,1,1977,,23.9,,24.45,,27.8,,23.65,,22.8
8,2,1977,,24.75,,22.5,,26.4,,24.45,,23.05
8,3,1977,,23.9,,23.05,,27.5,,24.15,,22.75
8,4,1977,,19.7,,21.95,,25.3,,24.2,,21.35
8,5,1977,,21.65,,20.85,,24.45,,23.35,,23.35
8,6,1977,,23.05,,21.4,,24.2,,22.5,,22.25
8,7,1977,,22.2,,21.1,,21.4,,22.5,,21.95
8,8,1977,,21.95,,20.85,,22.5,,22.2,,21.35
8,9,1977,,24.2,,20.25,,24.45,,22.2,,23.6
8,10,1977,,26.1,,19.7,,22.2,,22.2,,25.85
8,11,1977,,27.8,,20,,25,,22.2,,25.55
8,12,1977,,27.8,,19.7,,26.15,,22.2,,26.7
8,13,1977,,23.3,,19.75,,25.85,,22.2,,21.95
8,14,1977,,20,,20,,26.95,,22.5,,19.7
8,15,1977,,22.2,,21.1,,25.85,,22.8,,21.65
8,16,1977,,26.35,,24.75,,26.1,,25,,24.4
8,17,1977,,27.5,,20.8,,24.75,,21.95,,26.15
8,18,1977,,20.8,,22.5,,29.45,,23.1,,19.4
8,19,1977,,19.45,,22.75,,28.35,,23.6,,18.9
8,20,1977,,16.95,,22.75,,28.35,,24.45,,19.15
8,21,1977,,18.35,,23.05,,26.1,,21.95,,16.65
8,22,1977,,19.2,,21.35,,24.75,,21.95,,17.5
8,23,1977,,17.2,,21.9,,22.5,,22.5,,14.75
8,24,1977,,18.6,,21.1,,20,,23.1,,15.3
8,25,1977,,15.25,,20.25,,15.25,,22.5,,14.7
8,26,1977,,17.2,,21.65,,15.3,,22.75,,16.4
8,27,1977,,16.15,,22.75,,13.6,,21.95,,16.65
8,28,1977,,20,,22.2,,16.4,,22.2,,17.25
8,29,1977,,18.05,,20.85,,18.9,,22.8,,14.7
8,30,1977,,16.1,,23.6,,15.85,,21.95,,15.85
8,31,1977,,16.1,,20.85,,14.2,,22.25,,16.15
9,1,1977,,15.85,,21.1,,15,,22.5,,16.1
9,2,1977,,16.35,,20.55,,22.25,,22.5,,15.3
9,3,1977,,18.35,,20,,20.6,,23.05,,18.3
9,4,1977,,19.15,,20.3,,23.6,,22.5,,19.75
9,5,1977,,17.75,,20,,21.7,,21.95,,17.5
9,6,1977,,15.55,,21.4,,23.35,,24.75,,15.55
9,7,1977,,16.65,,22.5,,23.6,,25.55,,16.95
9,8,1977,,14.45,,22.25,,15.55,,24.75,,15
9,9,1977,,16.7,,20,,16.95,,23.6,,15.85
9,10,1977,,16.15,,20.85,,19.45,,22.5,,15.85
9,11,1977,,16.65,,20.3,,20,,22.75,,15.8
9,12,1977,,19.15,,20.25,,17.2,,22.75,,18.3
9,13,1977,,18.6,,20,,19.7,,22.75,,18.6
9,14,1977,,14.7,,19.7,,21.95,,22.25,,16.15
9,15,1977,,14.45,,18.6,,18.05,,22.25,,15.3
9,16,1977,,15,,19.15,,11.65,,21.4,,14.15
9,17,1977,,15.55,,18.3,,13.05,,20.8,,14.15
9,18,1977,,14.75,,18.9,,18.05,,20.85,,15
9,19,1977,,14.45,,19.2,,16.4,,21.65,,15.55
9,20,1977,,15.85,,19.75,,11.4,,21.1,,13.9
9,21,1977,,13.05,,20.85,,11.15,,20.55,,13.3
9,22,1977,,10.55,,19.75,,7.8,,20.85,,11.1
9,23,1977,,11.95,,20,,11.95,,21.1,,13.35
9,24,1977,,13.6,,20.85,,13.05,,22.5,,13.65
9,25,1977,,13.35,,21.7,,16.4,,21.9,,11.9
9,26,1977,,13.35,,21.65,,15.55,,22.5,,11.95
9,27,1977,,12.25,,20.55,,16.65,,22.75,,13.6
9,28,1977,,12.2,,20.25,,17.25,,21.4,,11.35
9,29,1977,,11.4,,21.4,,10.55,,21.9,,12.5
9,30,1977,,11.1,,20.8,,9.7,,21.65,,12.5
10,1,1977,,11.95,,20.3,,8.6,,21.1,,13.05
10,2,1977,,11.4,,19.75,,11.7,,21.65,,10.85
10,3,1977,,10.85,,18.6,,9.75,,21.1,,10.85
10,4,1977,,11.4,,20.55,,8.6,,21.95,,11.95
10,5,1977,,11.4,,20.55,,14.15,,23.05,,11.7
10,6,1977,,11.95,,21.4,,15,,22.5,,10
10,7,1977,,12.5,,21.65,,10.3,,24.15,,12.75
10,8,1977,,10.3,,22.75,,10.25,,21.95,,10.85
10,9,1977,,10.8,,21.1,,8.9,,21.1,,11.1
10,10,1977,,10.3,,20.25,,7.2,,21.1,,10.85
10,11,1977,,12.25,,19.7,,10.25,,21.4,,12.25
10,12,1977,,11.95,,18.9,,14.45,,21.7,,13.05
10,13,1977,,12.2,,18.9,,13.35,,20.55,,12.2
10,14,1977,,10,,18.65,,13.9,,20.55,,11.4
10,15,1977,,11.35,,18.9,,16.95,,19.75,,14.45
10,16,1977,,9.7,,19.15,,13.9,,20,,12.75
10,17,1977,,7.8,,18.65,,13.3,,19.7,,10.25
10,18,1977,,11.15,,18.65,,16.35,,20,,9.75
10,19,1977,,12.5,,17.8,,14.75,,19.15,,8.9
10,20,1977,,10,,16.65,,11.1,,18.65,,8.05
10,21,1977,,12.5,,16.7,,9.45,,18.65,,11.65
10,22,1977,,11.1,,17.75,,12.75,,19.45,,15
10,23,1977,,13.6,,19.4,,13.3,,21.65,,13.05
10,24,1977,,16.65,,18.9,,16.1,,20.6,,11.95
10,25,1977,,13.9,,18.3,,18.35,,19.75,,11.7
10,26,1977,,9.15,,19.7,,9.45,,19.7,,9.45
10,27,1977,,8.9,,18.9,,8.6,,20.25,,8.9
10,28,1977,,6.95,,17.75,,10,,18.9,,11.1
10,29,1977,,10.55,,16.1,,10,,18.35,,10.3
10,30,1977,,9.2,,16.65,,6.65,,18.9,,9.15
10,31,1977,,11.1,,16.4,,6.7,,18.3,,8.35
11,1,1977,,11.95,,19.15,,8.9,,20.3,,11.4
11,2,1977,,7.8,,21.1,,3.9,,21.4,,8.05
11,3,1977,,5.25,,19.7,,5.55,,20,,4.7
11,4,1977,,3.9,,19.15,,9.45,,19.2,,7.25
11,5,1977,,6.95,,17.2,,6.4,,18.9,,9.75
11,6,1977,,7.5,,16.95,,5.6,,16.95,,8.9
11,7,1977,,5,,15,,4.4,,16.95,,6.4
11,8,1977,,2.5,,16.65,,0,,17.25,,3.35
11,9,1977,,7.8,,19.15,,4.75,,18.9,,7.8
11,10,1977,,10.3,,20.85,,7.8,,19.15,,11.4
11,11,1977,,9.45,,18.9,,8.35,,19.2,,10.25
11,12,1977,,9.15,,16.95,,10.55,,17.2,,8.9
11,13,1977,,10.55,,16.15,,5.55,,17.5,,9.7
11,14,1977,,11.1,,16.4,,5.85,,18.05,,9.45
11,15,1977,,11.1,,17.25,,10,,19.45,,8.65
11,16,1977,,5.25,,18.6,,3.6,,17.75,,6.9
11,17,1977,,2.75,,16.95,,-1.1,,16.4,,3.6
11,18,1977,,0,,17.2,,-2.2,,17.8,,0.85
11,19,1977,,-2.2,,13.9,,-6.4,,17.5,,0
11,20,1977,,-2.2,,14.15,,-6.15,,15,,-0.55
11,21,1977,,0.85,,14.45,,-2.2,,15.55,,-1.95
11,22,1977,,1.7,,14.15,,2.75,,15,,-0.25
11,23,1977,,7.5,,15.3,,3.35,,16.95,,4.15
11,24,1977,,11.95,,21.65,,3.9,,20,,8.05
11,25,1977,,15,,23.6,,7.5,,21.1,,10.85
11,26,1977,,11.35,,20.25,,5.85,,19.7,,8.9
11,27,1977,,11.4,,21.35,,3.9,,17.25,,8.9
11,28,1977,,10.8,,21.35,,6.65,,17.8,,9.7
11,29,1977,,8.35,,22.2,,6.65,,20.25,,8.05
11,30,1977,,6.7,,19.45,,3.6,,19.45,,4.45
12,1,1977,,10,,20.3,,3.35,,20.3,,8.9
12,2,1977,,12.75,,18.9,,7.75,,19.2,,11.35
12,3,1977,,10.25,,17.2,,9.7,,18.05,,7.8
12,4,1977,,6.65,,14.45,,6.15,,15.25,,4.75
12,5,1977,,5.55,,16.95,,2.5,,15.85,,4.45
12,6,1977,,8.9,,15.85,,5.85,,16.65,,6.95
12,7,1977,,3.9,,14.2,,4.45,,14.7,,2.8
12,8,1977,,2.75,,16.4,,0.85,,17.5,,1.1
12,9,1977,,4.7,,15.8,,1.65,,17.25,,2.8
12,10,1977,,10.85,,15.25,,3.6,,16.65,,7.5
12,11,1977,,10.85,,15.8,,5,,17.5,,9.45
12,12,1977,,10.3,,15.8,,5.25,,16.9,,8.3
12,13,1977,,13.35,,15.8,,7.2,,16.7,,10.55
12,14,1977,,11.35,,16.4,,9.75,,16.7,,10.8
12,15,1977,,7.75,,16.65,,7.2,,18.1,,6.9
12,16,1977,,5.8,,14.45,,3.6,,17.75,,4.75
12,17,1977,,6.1,,14.75,,3.35,,15.55,,4.75
12,18,1977,,3.3,,14.15,,1.4,,16.65,,4.7
12,19,1977,,-0.8,,13.05,,-1.1,,15.85,,4.7
12,20,1977,,2.25,,15.85,,-3.05,,18.05,,6.4
12,21,1977,,5,,16.35,,-1.65,,18.3,,6.1
12,22,1977,,3.05,,17.5,,-1.95,,18.05,,3.9
12,23,1977,,5.55,,16.1,,0.55,,17.2,,3.9
12,24,1977,,9.45,,16.95,,5,,17.8,,4.75
12,25,1977,,4.45,,18.1,,4.15,,17.75,,3.35
12,26,1977,,3.05,,15.25,,0.55,,17.8,,3.9
12,27,1977,,1.65,,16.7,,0.3,,19.45,,4.7
12,28,1977,,1.95,,16.4,,1.95,,18.3,,4.2
12,29,1977,,4.15,,16.65,,3.05,,17.5,,5.3
12,30,1977,,5.3,,16.1,,0,,18.05,,2.2
12,31,1977,,1.95,,14.2,,-6.35,,16.65,,2.5
1,1,1978,,0.25,,14.4,,-8.6,,15.85,,2.5
1,2,1978,,-1.65,,15,,-5.25,,15.3,,3.35
1,3,1978,,4.15,,12.75,,-2.75,,14.75,,4.45
1,4,1978,,6.65,,14.7,,-1.4,,16.9,,9.75
1,5,1978,,7.5,,13.9,,7.2,,18.6,,6.95
1,6,1978,,5.8,,15,,5.55,,17.5,,4.45
1,7,1978,,5.8,,16.65,,5,,17.8,,6.1
1,8,1978,,7.2,,17.75,,3.35,,16.95,,8.6
1,9,1978,,6.1,,13.6,,2.5,,15.8,,9.15
1,10,1978,,4.45,,14.45,,3.05,,16.65,,7.5
1,11,1978,,5,,15,,5,,16.1,,8.05
1,12,1978,,6.1,,14.75,,5.3,,15,,9.2
1,13,1978,,5.55,,16.65,,3.65,,16.1,,7.2
1,14,1978,,6.65,,15,,8.05,,16.65,,9.75
1,15,1978,,7.5,,14.45,,6.35,,16.35,,11.1
1,16,1978,,7.8,,13.9,,5.85,,16.1,,9.45
1,17,1978,,8.65,,14.45,,6.9,,16.95,,7.8
1,18,1978,,4.45,,14.15,,3.6,,16.65,,9.45
1,19,1978,,6.15,,14.45,,5.55,,15.85,,9.75
1,20,1978,,9.45,,15.85,,5,,16.35,,9.45
1,21,1978,,7.2,,14.4,,6.35,,15,,8.05
1,22,1978,,3.3,,13.9,,1.95,,14.4,,5.3
1,23,1978,,1.4,,14.75,,0.25,,15,,4.2
1,24,1978,,2.5,,10.55,,-1.1,,13.05,,5.3
1,25,1978,,4.45,,12.25,,0.85,,13.9,,5.3
1,26,1978,,3.9,,13.35,,3.35,,14.7,,5.55
1,27,1978,,3.05,,17.5,,3.6,,16.95,,4.7
1,28,1978,,6.65,,17.8,,2.8,,18.05,,5.55
1,29,1978,,4.7,,16.4,,0.8,,18.05,,5
1,30,1978,,3.85,,15.3,,1.7,,15.3,,4.7
1,31,1978,,6.65,,14.15,,1.65,,15.8,,5.3
2,1,1978,,8.05,,13.6,,3.6,,15,,5.85
2,2,1978,,8.9,,13.3,,4.7,,16.1,,8.6
2,3,1978,,10.85,,16.9,,8.05,,18.05,,10.55
2,4,1978,,9.7,,19.15,,5.85,,20.3,,11.7
2,5,1978,,9.7,,16.35,,6.95,,17.75,,11.95
2,6,1978,,8.3,,16.1,,7.75,,17.25,,11.4
2,7,1978,,9.45,,15,,6.65,,16.65,,8.9
2,8,1978,,9.75,,14.75,,5.25,,17.2,,10
2,9,1978,,3.35,,14.7,,5.85,,17.5,,5.85
2,10,1978,,1.4,,13.1,,2.8,,14.75,,3.6
2,11,1978,,1.65,,10.55,,0.25,,13.65,,3.9
2,12,1978,,0.3,,10.25,,-3.3,,13.35,,5.25
2,13,1978,,4.45,,12.5,,0.3,,14.15,,8.35
2,14,1978,,5.6,,11.7,,2.5,,15,,6.7
2,15,1978,,5.3,,11.95,,-0.55,,13.6,,5.55
2,16,1978,,3.35,,15.55,,-4.45,,14.45,,5.25
2,17,1978,,8.9,,13.9,,-2.2,,14.45,,7.75
2,18,1978,,11.7,,14.4,,-0.8,,15,,9.2
2,19,1978,,8.9,,15,,2.75,,15.55,,10.85
2,20,1978,,8.9,,16.1,,4.45,,16.4,,8.9
2,21,1978,,9.7,,16.95,,4.45,,16.95,,11.15
2,22,1978,,7.5,,18.9,,4.15,,18.35,,7.2
2,23,1978,,9.7,,14.7,,4.45,,14.45,,8.6
2,24,1978,,11.1,,13.65,,4.45,,15.8,,7.25
2,25,1978,,10.55,,13.9,,7.2,,15.85,,6.95
2,26,1978,,8.3,,14.75,,5.25,,15.3,,6.35
2,27,1978,,6.1,,14.15,,3.9,,15.85,,5.25
2,28,1978,,4.7,,16.4,,5.85,,20,,5
3,1,1978,,5,,15.55,,3.05,,17.75,,4.75
3,2,1978,,6.95,,15.25,,3.6,,16.7,,5.85
3,3,1978,,5.25,,15.55,,3.35,,17.2,,5.85
3,4,1978,,6.95,,14.7,,5.85,,16.35,,6.65
3,5,1978,,8.3,,16.65,,8.6,,16.95,,8.35
3,6,1978,,9.7,,13.9,,7.25,,17.5,,8.9
3,7,1978,,10.55,,15.25,,8.9,,16.95,,10.55
3,8,1978,,10.55,,15.85,,10,,17.75,,10.25
3,9,1978,,6.4,,14.15,,7.75,,15.85,,8.9
3,10,1978,,5.3,,14.45,,5,,15.3,,6.95
3,11,1978,,8.05,,13.35,,7.2,,14.15,,5.55
3,12,1978,,6.95,,12.8,,4.7,,14.15,,6.95
3,13,1978,,5.55,,14.15,,3.3,,15.55,,6.7
3,14,1978,,4.45,,14.15,,4.15,,15.55,,6.95
3,15,1978,,4.45,,18.9,,4.45,,19.2,,8.05
3,16,1978,,7.75,,23.9,,9.2,,23.6,,11.1
3,17,1978,,11.4,,25,,10.6,,24.45,,10.85
3,18,1978,,10.6,,19.45,,11.4,,20,,10.8
3,19,1978,,11.95,,18.1,,12.5,,19.2,,10.85
3,20,1978,,10.6,,17.25,,10.25,,18.35,,11.4
3,21,1978,,9.7,,17.5,,11.95,,18.6,,12.25
3,22,1978,,11.4,,16.9,,11.65,,17.75,,11.1
3,23,1978,,10.8,,15.55,,10.55,,17.8,,10.55
3,24,1978,,11.35,,15.8,,8.05,,17.5,,11.1
3,25,1978,,13.6,,20.55,,12.5,,20,,9.7
3,26,1978,,11.35,,20,,15.3,,19.7,,12.5
3,27,1978,,11.95,,16.95,,13.9,,18.6,,11.9
3,28,1978,,11.65,,17.2,,14.75,,18.9,,10.85
3,29,1978,,11.4,,16.7,,18.6,,18.3,,11.4
3,30,1978,,9.45,,16.65,,15.25,,18.9,,9.15
3,31,1978,,8.6,,16.1,,12.8,,17.8,,9.7
4,1,1978,,7.5,,15,,8.05,,18.05,,8.9
4,2,1978,,9.15,,15.25,,7.25,,17.2,,8.05
4,3,1978,,10.8,,14.75,,9.15,,16.65,,11.95
4,4,1978,,8.9,,14.75,,8.3,,17.2,,10.25
4,5,1978,,6.95,,14.45,,8.05,,16.4,,8.3
4,6,1978,,7.5,,14.45,,8.3,,17.5,,6.15
4,7,1978,,7.5,,12.5,,6.9,,14.75,,9.2
4,8,1978,,7.8,,12.25,,9.2,,14.15,,11.1
4,9,1978,,10,,13.9,,9.45,,15,,11.1
4,10,1978,,13.6,,15.55,,11.4,,17.5,,13.35
4,11,1978,,6.65,,15.85,,8.85,,18.65,,8.9
4,12,1978,,6.4,,15.55,,5,,18.35,,8.6
4,13,1978,,6.1,,15.55,,9.45,,18.35,,8.05
4,14,1978,,8.9,,16.65,,10.3,,18.05,,8.05
4,15,1978,,6.95,,14.45,,12.25,,18.35,,10.55
4,16,1978,,8.6,,12.5,,5.85,,16.4,,6.65
4,17,1978,,9.15,,13.6,,6.65,,16.4,,8.3
4,18,1978,,11.65,,16.4,,10.55,,18.3,,11.1
4,19,1978,,9.7,,15.25,,14.75,,18.6,,10.55
4,20,1978,,8.3,,15.55,,8.35,,18.35,,8.85
4,21,1978,,8.05,,15.55,,5.25,,16.95,,6.95
4,22,1978,,8.3,,15,,5.3,,16.95,,7.5
4,23,1978,,7.2,,15.85,,7.25,,18.35,,9.7
4,24,1978,,13.6,,16.65,,13.05,,18.05,,15
4,25,1978,,12.8,,15.8,,15,,18.65,,14.45
4,26,1978,,12.2,,14.75,,11.65,,18.05,,11.65
4,27,1978,,12.2,,15.3,,8.35,,18.05,,11.35
4,28,1978,,12.75,,15.8,,10.3,,18.05,,11.1
4,29,1978,,10.85,,16.9,,10.6,,18.65,,11.1
4,30,1978,,11.1,,16.4,,10.25,,17.2,,11.4
5,1,1978,,11.95,,15,,12.2,,16.95,,12.25
5,2,1978,,11.35,,16.4,,11.1,,16.95,,12.2
5,3,1978,,10,,15,,10,,18.35,,10
5,4,1978,,8.9,,16.35,,5.6,,17.25,,8.6
5,5,1978,,9.45,,16.65,,7.8,,18.65,,9.75
5,6,1978,,11.65,,17.2,,10,,18.9,,11.35
5,7,1978,,12.75,,18.3,,12.5,,19.15,,14.45
5,8,1978,,14.7,,20.55,,10.85,,21.1,,13.05
5,9,1978,,13.6,,19.7,,17.25,,20.85,,12.2
5,10,1978,,10.3,,16.95,,14.2,,18.6,,9.45
5,11,1978,,12.5,,16.95,,9.45,,19.15,,11.4
5,12,1978,,11.95,,21.35,,11.7,,22.2,,11.1
5,13,1978,,12.8,,22.8,,16.65,,23.35,,12.8
5,14,1978,,11.1,,21.4,,21.1,,20.3,,9.45
5,15,1978,,12.2,,18.9,,14.2,,21.1,,11.95
5,16,1978,,12.2,,19.75,,9.2,,20,,13.05
5,17,1978,,11.1,,21.4,,10.8,,22.8,,13.05
5,18,1978,,16.7,,22.8,,13.6,,23.6,,14.45
5,19,1978,,20.25,,19.15,,15.3,,23.05,,18.6
5,20,1978,,19.4,,17.2,,16.4,,20.8,,19.75
5,21,1978,,10.25,,17.2,,18.6,,19.7,,11.95
5,22,1978,,9.75,,17.5,,12.75,,19.7,,10.3
5,23,1978,,9.45,,16.95,,8.05,,18.65,,10.55
5,24,1978,,11.15,,15.55,,7.8,,18.9,,12.5
5,25,1978,,12.5,,15.85,,8.35,,17.2,,11.4
5,26,1978,,12.5,,16.4,,12.5,,18.35,,12.2
5,27,1978,,14.15,,18.05,,15.8,,19.7,,13.3
5,28,1978,,14.15,,20,,15.8,,22.5,,12.8
5,29,1978,,12.2,,25.85,,12.5,,25.25,,11.65
5,30,1978,,12.5,,20.85,,11.95,,20.3,,13.35
5,31,1978,,18.3,,18.65,,10.55,,19.15,,18.1
6,1,1978,,18.6,,17.5,,15,,19.45,,21.95
6,2,1978,,19.2,,18.05,,15.85,,20.3,,22.2
6,3,1978,,20.85,,17.75,,16.65,,20.85,,22.5
6,4,1978,,23.35,,17.75,,18.35,,20.3,,23.05
6,5,1978,,24.7,,19.2,,20.25,,19.75,,24.7
6,6,1978,,21.95,,18.9,,20.25,,21.1,,21.1
6,7,1978,,18.6,,19.15,,21.4,,21.65,,16.95
6,8,1978,,18.6,,19.45,,19.75,,21.35,,16.95
6,9,1978,,16.7,,20.85,,19.7,,20.85,,14.7
6,10,1978,,16.15,,19.15,,11.95,,18.9,,14.15
6,11,1978,,19.15,,20,,14.75,,20.25,,17.2
6,12,1978,,16.95,,21.1,,19.75,,22.25,,16.4
6,13,1978,,14.15,,21.7,,20,,25,,14.2
6,14,1978,,13.3,,20,,16.65,,22.25,,13.85
6,15,1978,,15,,19.4,,13.65,,21.35,,14.7
6,16,1978,,17.25,,19.45,,12.5,,21.4,,14.15
6,17,1978,,18.6,,20.55,,18.35,,23.05,,17.5
6,18,1978,,16.4,,20.25,,15.55,,23.9,,16.7
6,19,1978,,17.8,,20,,16.1,,23.6,,16.65
6,20,1978,,16.95,,21.15,,18.85,,23.35,,19.45
6,21,1978,,16.7,,20.55,,20,,24.4,,16.7
6,22,1978,,17.75,,21.95,,20.8,,24.45,,15.85
6,23,1978,,16.65,,23.9,,19.45,,26.1,,16.1
6,24,1978,,16.65,,20,,16.7,,24.45,,15.85
6,25,1978,,17.25,,20,,14.45,,21.95,,15.8
6,26,1978,,19.45,,19.75,,16.1,,19.45,,17.75
6,27,1978,,23.85,,18.6,,20,,20.25,,21.1
6,28,1978,,21.65,,18.9,,24.15,,20.55,,23.05
6,29,1978,,18.9,,18.35,,22.2,,20.3,,17.5
6,30,1978,,20,,19.7,,21.65,,21.1,,19.45
7,1,1978,,20,,19.2,,20,,20.55,,19.4
7,2,1978,,17.2,,18.35,,16.95,,20.55,,17.2
7,3,1978,,16.65,,18.6,,17.8,,21.4,,16.35
7,4,1978,,16.1,,19.15,,17.2,,19.75,,15
7,5,1978,,16.95,,18.9,,18.35,,20,,17.2
7,6,1978,,19.4,,20,,19.2,,20.3,,18.35
7,7,1978,,20.85,,18.9,,21.1,,20.55,,17.8
7,8,1978,,18.6,,19.2,,20,,20.85,,16.4
7,9,1978,,18.35,,17.8,,23.6,,20.8,,16.7
7,10,1978,,15,,18.6,,21.1,,21.4,,15
7,11,1978,,18.9,,18.65,,19.45,,21.35,,16.7
7,12,1978,,18.6,,19.45,,20.3,,21.95,,18.6
7,13,1978,,21.95,,22.2,,23.3,,23.6,,21.1
7,14,1978,,24.15,,23.05,,26.65,,25.55,,21.35
7,15,1978,,18.9,,24.4,,27.25,,26.15,,18.6
7,16,1978,,19.2,,23.05,,21.65,,22.5,,14.75
7,17,1978,,18.6,,20.85,,18.9,,20.55,,15.55
7,18,1978,,19.75,,19.15,,21.4,,21.9,,17.25
7,19,1978,,20.6,,18.35,,20,,22.5,,19.7
7,20,1978,,25,,18.05,,20.3,,22.8,,22.5
7,21,1978,,25.3,,18.3,,21.15,,21.1,,25
7,22,1978,,26.4,,19.2,,24.4,,21.1,,26.4
7,23,1978,,25.3,,18.35,,28.9,,22.5,,21.1
7,24,1978,,21.65,,19.75,,26.1,,22.8,,18.05
7,25,1978,,25.85,,20,,26.7,,23.35,,21.95
7,26,1978,,20.85,,21.1,,30.3,,23.6,,18.6
7,27,1978,,18.65,,21.7,,26.4,,23.65,,18.6
7,28,1978,,21.35,,20.55,,28.1,,23.35,,19.2
7,29,1978,,22.25,,20,,25.85,,23.1,,20
7,30,1978,,21.95,,20,,26.95,,21.4,,20.55
7,31,1978,,19.45,,20.55,,24.15,,21.1,,17.2
8,1,1978,,21.1,,21.1,,21.95,,21.35,,17.5
8,2,1978,,22.2,,20.85,,23.05,,21.95,,19.2
8,3,1978,,23.6,,20.85,,24.7,,23.35,,20.8
8,4,1978,,23.05,,20.8,,27.5,,23.9,,20.25
8,5,1978,,19.7,,22.75,,28.35,,24.75,,20
8,6,1978,,23.65,,22.8,,27.8,,24.45,,22.25
8,7,1978,,27.2,,21.65,,25.25,,24.45,,23.9
8,8,1978,,28.6,,22.5,,25,,22.5,,26.4
8,9,1978,,26.1,,23.3,,27.5,,23.05,,21.9
8,10,1978,,20.85,,23.3,,25.8,,24.2,,18.05
8,11,1978,,21.65,,21.65,,23.05,,23.65,,16.4
8,12,1978,,18.3,,21.65,,23.6,,23.35,,17.75
8,13,1978,,18.9,,21.1,,15.85,,23.35,,18.6
8,14,1978,,18.85,,21.4,,16.1,,23.35,,15.25
8,15,1978,,19.15,,19.7,,21.4,,22.8,,17.5
8,16,1978,,16.7,,19.15,,15.25,,22.2,,16.95
8,17,1978,,17.75,,19.45,,12.75,,21.65,,16.95
8,18,1978,,19.45,,19.7,,15.3,,22.5,,17.25
8,19,1978,,18.05,,19.75,,20.8,,21.9,,16.1
8,20,1978,,17.5,,20.25,,21.4,,22.8,,15.55
8,21,1978,,16.1,,19.7,,19.45,,23.1,,18.9
8,22,1978,,16.65,,18.9,,16.4,,22.25,,15.85
8,23,1978,,17.25,,20.3,,18.05,,22.5,,15.3
8,24,1978,,17.5,,19.15,,20.85,,21.1,,18.35
8,25,1978,,17.25,,19.45,,18.9,,21.1,,17.25
